	"RWUpf_B.isoforms.results"	"RWUpf_C.isoforms.results"	"RWUpf_D.isoforms.results"	"RWNos_A.isoforms.results"	"RWNos_B.isoforms.results"	"RWNos_C.isoforms.results"	"RWUN_G.isoforms.results"	"RWUN_K.isoforms.results"	"RWUN_L.isoforms.results"	"RWL7_A.isoforms.results"	"RWL7_B.isoforms.results"	"RWL7_C.isoforms.results"	"RWW_B.isoforms.results"	"RWW_C.isoforms.results"	"RWW_D.isoforms.results"
"FBtr0306237"	543.24	524.02	545.69	441.31	479.79	525.23	117.60	92.77	131.10	521.10	542.12	681.67	763.39	795.13	791.29
"FBtr0085758"	40.89	50.32	54.02	51.32	51.08	48.01	11.43	7.29	8.28	38.03	31.73	40.88	47.87	46.20	57.64
"FBtr0113312"	0.68	1.12	0.70	1.50	1.21	1.70	1.37	0.90	0.32	2.04	0.62	0.61	0.29	0.53	0.67
"FBtr0335408"	3.69	4.18	4.72	4.16	5.64	4.23	6.31	4.47	5.19	3.97	2.88	2.46	2.16	2.31	3.55
"FBtr0335409"	34.51	38.05	43.18	45.90	54.58	44.56	45.64	38.28	43.48	31.02	30.25	34.17	28.51	27.77	40.22
"FBtr0085771"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085770"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00
"FBtr0085759"	145.73	113.78	93.28	117.58	122.81	129.77	149.83	172.40	159.34	144.23	157.69	171.36	145.88	144.68	115.36
"FBtr0085767"	5.11	4.69	4.57	2.66	1.55	2.27	5.90	5.54	5.54	4.55	3.40	4.72	4.57	4.55	4.24
"FBtr0113313"	0.00	0.00	0.16	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00
"FBtr0085764"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085766"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0347502"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085785"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085786"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334549"	0.00	0.00	0.00	0.02	0.00	0.00	0.03	0.02	0.00	0.00	0.00	0.02	0.02	0.00	0.00
"FBtr0334550"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085811"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085812"	1.12	4.20	4.37	4.47	4.65	2.16	0.50	0.00	0.59	1.72	1.44	1.15	0.44	1.46	1.82
"FBtr0300881"	11.80	13.38	11.66	10.11	10.44	7.91	3.25	2.24	2.27	7.79	9.34	8.53	9.52	9.07	11.38
"FBtr0334553"	5.36	6.89	10.91	8.79	9.60	15.30	2.72	0.94	2.22	3.90	3.61	5.21	5.89	8.04	9.49
"FBtr0085810"	0.06	0.21	0.06	0.14	0.00	0.00	0.00	0.05	0.06	0.05	0.05	0.00	0.00	0.10	0.04
"FBtr0085808"	104.96	111.39	121.25	146.90	144.84	155.45	132.61	123.00	134.20	105.51	110.76	119.80	109.27	106.75	119.05
"FBtr0085809"	0.00	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.40	0.78	0.38	0.41	0.41	0.00
"FBtr0334556"	0.00	2.80	0.00	0.00	0.00	0.00	1.23	0.00	0.00	1.75	1.56	1.41	1.65	0.00	0.00
"FBtr0085789"	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085790"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346230"	0.02	0.02	0.07	0.12	0.07	0.06	0.51	0.07	0.31	0.04	0.06	0.00	0.00	0.00	0.00
"FBtr0300875"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300876"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085796"	37.04	37.42	35.06	38.54	42.27	41.31	35.98	30.26	35.06	41.58	32.32	36.87	39.32	38.34	41.48
"FBtr0113315"	0.05	0.14	0.16	0.21	0.20	0.09	0.43	0.39	0.52	0.13	0.13	0.12	0.04	0.19	0.12
"FBtr0085798"	5.03	5.97	4.60	6.23	7.56	8.55	0.00	0.00	0.00	3.69	2.68	2.76	4.56	4.89	3.46
"FBtr0344003"	1.80	2.01	3.43	2.92	1.74	2.32	0.05	0.17	0.14	1.49	1.95	2.37	1.92	4.72	4.51
"FBtr0085804"	26.55	23.18	26.95	21.57	27.19	23.27	38.81	38.96	34.11	21.14	24.86	25.78	26.51	27.54	16.30
"FBtr0085805"	2122.93	2369.93	2421.53	2202.90	2184.14	2289.35	2966.22	2770.60	2963.03	2204.39	2343.18	2304.79	2408.32	2288.87	2027.99
"FBtr0085799"	0.00	0.00	0.13	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085800"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085802"	1.75	1.79	2.49	1.43	1.69	1.32	2.47	1.50	1.30	1.19	0.83	0.96	0.98	1.13	3.67
"FBtr0085803"	68.02	100.81	123.56	85.48	101.87	81.70	151.08	108.07	140.09	61.08	52.24	60.97	59.99	60.12	109.01
"FBtr0333328"	105.73	130.57	157.84	112.28	118.68	105.09	216.73	165.38	195.85	96.81	76.34	84.00	88.28	88.19	159.64
"FBtr0085868"	14.30	13.98	11.65	6.10	6.30	5.37	7.69	6.51	8.90	15.35	12.80	15.53	22.56	25.18	25.61
"FBtr0337033"	0.69	0.00	0.00	0.00	0.00	0.00	0.65	0.00	0.71	0.00	0.54	0.00	0.00	0.62	0.44
"FBtr0085819"	40.24	39.69	40.53	46.07	47.43	47.86	3.70	2.88	3.94	33.46	31.70	35.87	46.67	48.18	46.06
"FBtr0085820"	18.96	22.66	28.99	21.90	24.17	17.50	36.84	23.46	31.03	15.14	11.79	18.94	17.69	8.91	29.10
"FBtr0337031"	10.54	13.67	17.16	11.75	13.37	12.94	23.74	19.07	24.43	13.32	10.76	9.61	5.81	10.36	15.62
"FBtr0337032"	1.63	2.29	1.13	0.97	1.01	0.65	1.86	1.63	1.16	0.00	1.56	0.00	1.31	0.00	0.83
"FBtr0085821"	0.18	0.38	0.57	0.15	0.16	0.08	0.43	0.18	0.32	0.09	0.11	0.14	0.18	0.19	0.47
"FBtr0330107"	0.18	0.38	0.57	0.15	0.16	0.08	0.43	0.18	0.32	0.09	0.11	0.14	0.18	0.19	0.47
"FBtr0085823"	0.47	1.96	0.90	1.03	0.43	0.47	2.14	0.71	1.57	0.21	0.00	0.91	0.72	0.35	1.09
"FBtr0085824"	12.79	24.02	38.50	8.43	11.82	7.29	46.40	25.30	40.40	7.82	6.78	7.32	8.97	11.66	24.66
"FBtr0085867"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085865"	50.08	51.89	53.37	67.52	67.79	70.61	77.29	71.20	75.33	48.55	56.43	56.98	48.78	44.63	54.05
"FBtr0085831"	207.03	197.58	200.99	223.39	221.35	208.72	235.50	263.05	240.42	232.49	196.78	192.85	194.95	187.01	228.62
"FBtr0085836"	199.25	173.40	135.30	216.04	190.65	229.30	11.67	9.22	7.29	239.09	228.30	202.40	336.85	376.72	286.49
"FBtr0085837"	203.39	198.64	182.13	220.93	220.83	210.54	244.96	249.35	230.71	212.24	192.71	204.32	173.10	176.72	160.32
"FBtr0300915"	0.00	0.03	0.00	0.00	0.00	0.03	0.00	0.00	0.04	0.00	0.00	0.12	0.00	0.00	0.00
"FBtr0339190"	0.04	0.00	0.00	0.00	0.00	0.00	0.11	0.10	0.00	0.00	0.03	0.00	0.00	0.00	0.06
"FBtr0085860"	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085842"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330113"	30.11	32.15	37.68	39.52	40.27	38.96	51.25	36.96	48.35	25.86	23.40	29.29	27.47	23.16	40.08
"FBtr0085857"	29.01	28.64	28.78	34.29	36.32	33.25	8.07	6.13	8.52	27.22	28.49	31.21	29.41	31.27	28.82
"FBtr0330114"	29.01	28.64	28.78	34.29	36.32	33.25	8.07	6.13	8.52	27.22	28.49	31.21	29.41	31.27	28.82
"FBtr0085855"	9.02	8.57	12.92	7.23	13.97	10.32	0.01	0.21	0.00	3.81	4.70	6.66	8.81	3.51	9.02
"FBtr0085856"	12.87	21.18	19.56	18.88	18.65	19.38	1.27	1.46	3.62	9.98	10.82	11.33	10.53	23.83	25.96
"FBtr0307551"	7.29	9.80	11.30	7.94	7.57	9.22	0.96	0.33	1.13	6.78	7.03	7.53	5.19	5.60	4.30
"FBtr0307552"	30.26	35.25	37.08	40.15	37.31	37.67	5.44	2.76	2.28	22.76	22.35	25.06	25.29	29.23	28.67
"FBtr0085846"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.03
"FBtr0085847"	5.94	7.05	6.11	7.71	8.93	5.69	10.79	8.54	8.81	4.02	3.54	6.48	3.38	5.58	5.13
"FBtr0085848"	9.33	11.31	8.00	11.22	3.21	10.13	5.46	8.46	8.90	7.59	5.49	3.69	8.44	1.50	5.69
"FBtr0305131"	10.63	8.61	10.04	4.90	10.43	5.34	8.04	8.52	9.59	10.56	7.65	10.00	5.26	11.86	8.71
"FBtr0344004"	6.88	5.94	7.58	8.37	9.40	10.86	7.06	10.24	6.24	4.12	7.70	7.38	5.74	12.12	7.26
"FBtr0085852"	25.38	27.77	32.79	34.16	33.32	34.15	11.33	8.06	11.26	22.38	20.82	21.39	24.42	23.05	29.71
"FBtr0302179"	0.00	0.00	0.10	0.05	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.07
"FBtr0302180"	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
"FBtr0302181"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0304594"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0304595"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.00	0.00
"FBtr0309829"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343538"	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343539"	0.00	0.02	0.03	0.01	0.02	0.01	0.06	0.00	0.04	0.02	0.00	0.00	0.00	0.03	0.05
"FBtr0085870"	0.00	1.42	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085871"	8.97	7.63	9.01	10.24	9.76	8.70	3.90	3.83	4.03	6.35	9.29	7.61	7.95	9.41	10.78
"FBtr0344271"	0.00	0.00	0.00	0.27	0.36	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00
"FBtr0085873"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344005"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089153"	179.17	174.83	151.56	201.80	196.66	181.39	28.02	19.96	26.21	207.51	166.82	190.80	192.52	227.63	194.19
"FBtr0308248"	65.64	47.69	43.07	48.65	46.54	47.10	8.13	6.81	8.03	57.69	41.23	51.02	49.36	60.85	54.10
"FBtr0333677"	45.43	37.56	37.80	39.85	44.51	40.23	28.71	26.32	25.74	41.39	41.25	54.24	41.35	51.56	36.27
"FBtr0089146"	28.64	24.33	28.10	22.91	19.39	14.65	30.20	22.91	24.28	2.87	1.40	0.90	21.28	38.27	32.15
"FBtr0089147"	27.28	28.99	25.00	27.39	26.24	19.88	37.48	34.70	32.10	6.29	7.12	7.71	29.92	36.77	47.38
"FBtr0089148"	4.45	6.84	7.84	4.61	4.75	5.39	7.52	9.16	7.99	2.14	3.60	3.31	4.11	6.76	9.18
"FBtr0089149"	5.20	2.90	3.34	3.53	2.65	1.58	3.71	6.07	1.60	1.24	0.45	1.88	3.94	4.05	4.69
"FBtr0089150"	6.94	7.45	7.77	10.38	12.11	7.27	9.67	6.64	5.05	2.03	1.56	2.05	10.08	14.42	17.46
"FBtr0308247"	104.33	113.94	101.39	109.99	120.47	102.45	112.74	131.29	119.25	157.26	128.02	154.40	74.46	65.06	90.18
"FBtr0089115"	0.16	0.10	0.11	0.45	0.79	0.69	0.62	0.35	0.38	0.36	0.36	0.26	0.09	0.05	0.25
"FBtr0089116"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089119"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.11	0.00	0.05	0.00	0.00	0.00	0.00
"FBtr0300796"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300797"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300798"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300799"	0.04	0.00	0.00	0.00	0.00	0.03	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300800"	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00
"FBtr0308086"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00
"FBtr0308087"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333671"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089134"	0.00	0.00	0.03	0.05	0.00	0.00	0.13	0.20	0.00	0.06	0.00	0.00	0.00	0.00	0.16
"FBtr0089137"	0.13	0.00	0.00	0.00	0.00	0.19	0.44	0.00	0.41	0.10	0.00	0.20	0.00	0.26	0.24
"FBtr0089139"	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0305658"	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.05	0.00	0.14	0.18	0.29
"FBtr0343990"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00
"FBtr0089133"	13.52	11.95	12.88	7.63	8.50	7.08	17.77	21.83	16.94	16.50	14.40	15.07	11.19	11.21	11.62
"FBtr0333681"	0.29	0.13	0.63	0.87	1.15	0.26	0.64	0.74	0.81	0.63	0.23	0.89	0.26	0.59	0.38
"FBtr0340652"	63.41	63.71	53.84	59.28	59.94	57.31	77.07	81.60	73.98	58.99	52.99	55.54	58.31	60.51	64.94
"FBtr0340653"	0.43	1.11	2.02	2.97	1.08	1.53	2.51	1.43	2.44	1.84	1.18	0.99	1.26	1.81	1.61
"FBtr0089125"	4.81	3.71	3.77	2.67	4.40	4.15	5.84	9.55	5.99	4.63	8.11	5.93	3.87	4.30	3.32
"FBtr0089126"	29.45	47.21	54.56	30.35	36.00	26.49	65.39	40.43	55.97	16.90	10.52	19.35	17.49	20.74	49.07
"FBtr0307379"	8.07	10.18	10.11	7.90	8.18	5.99	9.68	6.92	9.28	6.58	3.82	6.94	6.37	7.62	9.47
"FBtr0334479"	1.00	2.55	2.11	0.00	0.74	0.00	1.57	0.72	2.97	3.51	1.75	0.86	1.49	1.14	1.52
"FBtr0345284"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089111"	33.69	50.74	60.83	31.85	36.56	28.68	78.42	53.00	68.73	23.61	18.63	24.34	23.96	24.18	53.64
"FBtr0300342"	4.55	5.16	6.84	3.83	3.76	3.88	10.92	7.38	9.91	4.77	3.34	4.17	3.27	2.71	6.06
"FBtr0300343"	5.13	9.23	7.42	5.75	9.33	7.31	9.97	11.13	10.69	7.69	4.42	7.10	3.46	3.52	6.06
"FBtr0300344"	0.08	0.17	0.00	0.00	0.07	0.06	0.00	0.09	0.36	0.06	0.00	0.14	0.00	0.00	0.00
"FBtr0332904"	1.82	0.00	1.51	4.27	1.92	0.95	1.88	0.41	0.89	0.46	3.13	1.29	1.13	0.79	0.65
"FBtr0332905"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0332906"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.02
"FBtr0332907"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
"FBtr0332908"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344869"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089105"	162.56	158.01	162.77	190.90	190.62	187.44	226.28	200.87	199.75	154.31	162.62	181.65	154.97	151.13	174.67
"FBtr0333676"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089079"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00
"FBtr0089080"	0.10	0.00	0.20	0.05	0.18	0.14	0.10	0.09	0.10	0.16	0.00	0.05	0.08	0.06	0.17
"FBtr0089103"	41.42	50.33	57.43	50.82	59.05	47.96	100.02	83.13	88.19	54.03	31.86	37.82	38.37	30.86	67.36
"FBtr0089971"	0.16	0.17	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.13	0.15	0.05	0.15	0.00
"FBtr0089972"	0.00	0.00	0.22	0.22	0.18	0.00	0.33	0.30	0.18	0.11	0.00	0.00	0.00	0.00	0.16
"FBtr0089102"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0110906"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344874"	0.00	0.00	0.00	0.02	0.02	0.02	0.00	0.07	0.03	0.07	0.00	0.00	0.02	0.00	0.00
"FBtr0089091"	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0310539"	0.12	0.22	0.10	0.28	0.17	0.14	0.16	0.11	0.23	0.15	0.04	0.22	0.05	0.07	0.36
"FBtr0310540"	7.36	9.84	11.31	7.29	7.98	7.40	3.54	2.18	2.88	6.58	5.10	6.22	6.80	6.91	9.72
"FBtr0310541"	2.78	1.94	1.86	2.63	1.71	2.31	0.79	1.00	0.61	2.20	0.88	2.20	1.63	2.33	2.06
"FBtr0089253"	0.61	0.73	0.00	0.46	0.00	1.44	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089254"	115.34	168.31	167.10	92.84	109.62	75.29	218.86	203.23	205.01	80.38	60.73	84.12	73.97	92.48	179.80
"FBtr0100543"	99.39	92.12	76.29	87.58	91.75	97.68	20.47	19.23	17.69	96.12	74.51	95.09	90.34	97.42	116.53
"FBtr0100544"	101.34	105.68	103.09	117.55	107.86	85.97	32.87	28.22	33.72	111.28	90.88	106.26	101.56	135.54	135.99
"FBtr0089196"	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.05	0.01
"FBtr0089194"	0.30	0.39	0.18	0.45	0.62	0.19	0.25	0.39	0.38	1.30	0.67	0.55	0.09	0.21	0.27
"FBtr0089195"	1.51	1.44	1.92	1.78	1.35	1.20	2.47	3.27	2.34	3.68	2.31	1.15	1.09	1.80	1.44
"FBtr0333701"	0.00	0.02	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00
"FBtr0089207"	25.41	24.06	24.96	22.41	26.85	20.46	35.70	41.61	34.57	21.26	18.87	20.72	11.10	11.55	18.22
"FBtr0089208"	0.31	0.00	0.83	0.00	0.28	0.00	2.16	0.00	0.00	0.00	0.00	0.80	0.00	0.27	0.00
"FBtr0333700"	7.86	14.08	10.11	11.94	10.95	8.53	19.57	14.50	16.50	11.48	6.01	7.51	5.04	4.70	8.44
"FBtr0345193"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089221"	340.53	342.45	330.33	310.80	315.40	291.65	79.53	70.18	80.12	279.96	242.32	265.31	281.51	346.30	303.42
"FBtr0344705"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344706"	4.32	3.45	1.58	5.40	2.37	5.60	1.03	0.87	1.39	3.09	1.90	2.97	2.50	1.97	1.78
"FBtr0089222"	101.18	97.01	91.73	106.36	101.68	101.74	117.08	144.83	125.64	122.99	116.65	107.38	111.74	109.03	105.63
"FBtr0301335"	2.83	4.30	3.07	2.73	1.65	4.27	12.16	8.79	11.32	4.78	3.37	5.36	1.17	1.42	0.00
"FBtr0301336"	2.27	0.00	1.11	2.51	2.67	0.71	0.00	2.43	1.08	3.22	1.34	1.85	1.61	0.02	2.68
"FBtr0334625"	3.47	3.07	4.57	2.21	2.89	1.67	6.76	4.73	5.30	3.50	2.24	3.85	1.06	1.88	2.49
"FBtr0300882"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300884"	13.37	31.78	34.31	21.66	20.83	15.78	36.05	19.95	32.64	13.88	9.31	16.10	13.44	13.49	33.25
"FBtr0300885"	1.53	2.63	3.27	1.83	0.00	0.00	1.09	0.43	0.60	0.00	0.39	0.98	0.36	0.00	1.63
"FBtr0300886"	77.83	103.66	110.05	68.68	87.07	64.63	83.89	60.21	76.41	56.35	38.48	53.25	54.78	61.69	115.75
"FBtr0089251"	0.03	0.39	0.48	0.33	0.28	0.28	0.86	0.78	0.70	0.52	0.61	0.54	0.08	0.18	0.36
"FBtr0089252"	2.04	1.51	2.23	1.49	0.75	1.26	2.71	3.25	3.64	2.34	2.29	2.75	1.04	0.00	0.81
"FBtr0100600"	0.12	0.22	0.24	0.20	0.23	0.14	0.87	0.32	0.46	0.27	0.51	0.28	0.05	0.11	0.43
"FBtr0334488"	0.00	0.49	0.43	0.00	0.54	0.00	1.44	0.00	0.00	0.71	0.00	0.54	0.00	1.04	0.00
"FBtr0334489"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.72	0.00	0.31	0.59	0.00	0.00	0.00
"FBtr0300806"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300807"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0340047"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.11	0.16
"FBtr0340048"	2.06	1.65	1.62	5.02	5.67	5.17	1.23	1.61	1.57	3.30	3.04	2.79	0.00	0.00	0.00
"FBtr0113727"	119.01	130.25	125.57	130.48	133.20	122.05	89.72	72.32	82.55	122.55	112.27	129.76	102.47	123.71	124.45
"FBtr0309316"	125.41	123.64	98.88	116.93	114.64	106.36	64.69	60.60	68.06	113.21	107.78	111.16	97.89	105.93	77.66
"FBtr0113730"	130.90	130.66	138.62	146.32	155.08	134.93	168.66	146.57	155.88	126.02	112.55	131.76	133.28	122.70	155.49
"FBtr0113723"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0113724"	0.31	0.00	0.00	0.24	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.27
"FBtr0113725"	3.25	6.21	4.31	4.74	4.75	2.90	5.40	4.06	5.82	3.76	2.40	5.01	6.18	2.91	6.54
"FBtr0113726"	11.30	3.41	14.69	5.81	15.18	6.80	13.07	11.32	15.59	1.39	3.98	3.92	5.50	8.58	19.71
"FBtr0300041"	33.82	42.87	45.44	33.42	34.13	30.02	51.34	38.50	49.63	29.06	22.19	26.81	28.80	27.58	48.31
"FBtr0343932"	22.62	40.05	36.60	27.90	28.00	23.28	45.58	31.71	34.86	23.29	17.01	22.64	28.48	27.61	45.69
"FBtr0344446"	0.23	0.33	0.37	0.26	0.19	0.15	0.67	0.28	0.37	0.15	0.15	0.08	0.12	0.25	0.37
"FBtr0113717"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302542"	0.23	0.33	0.37	0.26	0.19	0.15	0.67	0.28	0.37	0.15	0.15	0.08	0.12	0.25	0.37
"FBtr0301978"	16.47	17.16	17.86	18.14	18.59	16.82	19.53	16.19	19.33	17.67	15.11	16.52	17.21	19.63	20.37
"FBtr0113989"	62.69	68.56	59.04	66.62	68.83	57.44	92.22	93.40	91.46	67.99	59.62	60.22	54.55	61.96	76.54
"FBtr0113990"	65.22	75.22	83.61	61.08	68.65	50.80	97.83	80.82	89.41	50.82	38.21	51.59	40.07	45.07	98.90
"FBtr0113991"	0.21	0.21	0.67	1.22	0.17	0.50	0.22	0.38	0.21	0.62	0.28	0.31	0.34	0.38	0.71
"FBtr0344573"	40.10	43.51	50.47	38.17	42.74	31.17	52.19	55.38	41.13	31.14	17.54	38.68	32.06	28.63	46.17
"FBtr0113704"	219.63	250.79	232.81	257.26	258.37	233.20	343.30	341.31	349.93	210.16	179.36	194.55	191.38	182.17	289.08
"FBtr0113705"	33.64	32.96	34.78	28.28	29.98	30.54	45.42	50.19	46.05	31.04	23.14	22.72	23.12	19.29	31.63
"FBtr0300702"	2.01	1.26	2.48	3.30	2.83	0.68	3.22	3.33	4.13	0.62	1.74	1.79	1.14	0.68	0.39
