	"RWUpf_B.isoforms.results"	"RWUpf_C.isoforms.results"	"RWUpf_D.isoforms.results"	"RWNos_A.isoforms.results"	"RWNos_B.isoforms.results"	"RWNos_C.isoforms.results"	"RWUN_G.isoforms.results"	"RWUN_K.isoforms.results"	"RWUN_L.isoforms.results"	"RWL7_A.isoforms.results"	"RWL7_B.isoforms.results"	"RWL7_C.isoforms.results"	"RWW_B.isoforms.results"	"RWW_C.isoforms.results"	"RWW_D.isoforms.results"
"FBtr0081666"	69.81	46.70	37.54	28.95	74.50	61.14	0.00	0.00	0.00	25.73	68.72	0.00	33.02	0.00	0.00
"FBtr0081667"	113.86	44.29	88.84	198.05	247.43	273.58	0.00	10.72	11.37	108.68	121.52	125.99	161.38	113.12	201.93
"FBtr0081668"	1009.98	922.46	954.31	1271.80	1337.64	1303.87	49.62	0.00	28.66	813.63	907.83	1066.82	857.09	522.73	1299.64
"FBtr0073855"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300566"	5233.33	5907.89	4788.79	7526.31	8229.92	7401.17	6742.67	7576.07	6535.21	6645.23	6380.39	6535.15	6050.17	5528.88	7791.64
"FBtr0307296"	200.98	280.91	186.92	348.93	318.92	304.17	276.48	302.39	223.20	258.54	286.96	242.49	203.61	179.17	201.46
"FBtr0332843"	216.21	261.72	218.64	255.88	307.43	252.00	339.86	374.62	455.91	237.80	233.19	183.41	198.07	178.09	214.22
"FBtr0332844"	275.48	295.48	218.65	280.88	379.72	242.66	368.00	360.92	330.67	316.43	305.46	318.95	169.15	181.86	228.69
"FBtr0070672"	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300608"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300609"	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0308914"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00
"FBtr0308915"	1.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	6.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331162"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343569"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079929"	1.00	1.50	2.00	3.50	2.50	15.00	3.00	5.00	3.00	0.50	0.50	0.50	2.50	1.00	3.50
"FBtr0329984"	1.00	1.50	2.00	3.50	2.50	15.00	3.00	5.00	3.00	0.50	0.50	0.50	2.50	1.00	3.50
"FBtr0087782"	16097.39	17054.08	14062.75	20435.70	21380.37	20486.97	9166.52	12015.66	10438.52	21931.52	21632.57	21056.17	20670.37	19689.79	20464.35
"FBtr0087783"	8279.61	8655.92	7708.25	12139.30	12017.63	10999.03	4206.48	3539.34	4045.48	7718.48	6961.43	8885.83	9472.63	8477.21	8820.65
"FBtr0080803"	625.85	1028.61	1005.97	895.12	1054.47	969.88	57.66	33.30	12.38	574.58	324.25	466.15	393.01	704.71	1122.90
"FBtr0080804"	5084.09	7379.43	7227.51	7007.83	7907.65	6282.39	88.32	43.70	145.62	2723.92	3059.24	3867.26	3143.73	4671.62	6176.44
"FBtr0080805"	13.12	22.92	32.03	11.11	49.76	45.46	9.03	0.00	0.00	0.00	89.03	23.17	39.51	112.35	14.32
"FBtr0081002"	1847.07	2455.48	2597.29	2027.63	2469.51	1878.02	1856.05	1348.15	1668.61	1634.79	1402.61	1740.72	1778.75	1513.97	3635.43
"FBtr0305688"	0.00	0.00	26.66	11.52	34.71	10.56	0.00	0.00	10.81	0.00	0.00	0.00	17.73	0.00	74.17
"FBtr0330225"	46.87	70.03	22.76	25.23	77.28	20.40	75.89	184.69	88.98	114.42	17.77	38.56	94.77	40.06	74.97
"FBtr0330226"	1847.07	2455.48	2597.29	2027.63	2469.51	1878.02	1856.05	1348.15	1668.61	1634.79	1402.61	1740.72	1778.75	1513.97	3635.43
"FBtr0084949"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075523"	384.37	814.93	1083.69	431.17	478.99	306.40	931.00	918.99	846.60	368.86	292.53	199.61	34.51	432.02	949.53
"FBtr0075524"	121.23	376.57	379.66	0.00	0.00	7.61	365.44	0.00	230.87	0.00	0.00	133.89	159.19	0.00	0.00
"FBtr0075525"	564.20	1369.42	1709.41	421.85	707.50	351.32	2168.59	1055.01	1960.24	380.57	346.23	426.36	529.96	543.72	1411.05
"FBtr0075526"	0.00	45.67	48.83	46.13	0.00	30.34	46.37	0.00	31.05	0.00	0.00	45.77	44.39	14.53	63.37
"FBtr0330160"	564.20	1369.42	1709.41	421.85	707.50	351.32	2168.59	1055.01	1960.24	380.57	346.23	426.36	529.96	543.72	1411.05
"FBtr0333580"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075621"	29.00	37.00	39.00	46.00	62.00	53.00	34.00	37.00	23.00	69.00	59.00	93.00	143.00	55.00	108.00
"FBtr0070638"	340.00	470.00	407.00	462.00	525.00	484.00	296.00	317.00	346.00	383.00	405.00	421.00	374.00	435.00	471.00
"FBtr0077423"	15.00	16.00	10.00	95.00	151.00	260.00	21.00	14.00	20.00	24.00	20.00	37.00	72.00	17.00	37.00
"FBtr0079084"	237.97	818.15	1073.99	491.64	383.54	99.74	820.68	812.00	718.71	120.90	116.68	66.40	404.54	369.64	535.83
"FBtr0079085"	772.14	1251.09	1272.44	1031.22	1429.89	1305.65	1643.33	863.54	1387.57	725.96	694.11	759.86	830.71	738.26	1807.26
"FBtr0302567"	51.02	27.65	0.01	2.50	123.22	159.14	0.07	74.87	46.09	4.17	0.00	5.58	0.00	12.39	0.00
"FBtr0302568"	492.56	740.78	906.25	767.78	1034.63	794.24	943.28	591.64	698.16	471.60	441.52	608.65	277.18	392.31	1422.49
"FBtr0310624"	117.31	340.29	65.34	0.00	0.00	0.00	30.75	110.41	260.23	97.21	17.12	14.67	84.81	165.26	183.12
"FBtr0310625"	0.00	0.00	0.00	0.00	0.00	45.50	0.00	17.54	0.00	0.00	36.31	0.00	0.00	18.14	0.00
"FBtr0342939"	0.00	8.05	128.95	103.86	51.72	70.73	167.89	0.00	26.24	22.17	25.26	23.85	19.77	0.00	67.30
"FBtr0080087"	364.00	470.44	408.00	625.00	720.85	592.45	90.00	61.00	78.00	577.00	555.00	637.07	569.80	616.76	631.23
"FBtr0300982"	0.00	6.56	0.00	0.00	9.48	0.00	0.00	0.00	0.00	0.00	0.00	13.93	0.00	14.24	0.00
"FBtr0302378"	0.00	0.00	0.00	0.00	8.66	7.55	0.00	0.00	0.00	0.00	0.00	0.00	8.20	0.00	8.77
"FBtr0071379"	0.00	2.00	1.00	2.00	0.00	3.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBtr0301342"	0.00	0.93	38.49	3198.74	3178.73	2194.15	58.65	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1546.42
"FBtr0343875"	6000.00	8119.07	7726.51	3962.26	5465.27	4463.85	8178.35	6509.00	7357.96	5598.00	4688.00	5804.00	5876.00	5100.00	9179.58
"FBtr0072117"	0.00	0.00	0.00	0.00	0.00	0.00	10.00	7.00	8.00	4.00	3.97	4.00	0.00	0.00	0.00
"FBtr0346612"	4.00	6.00	5.00	4.00	0.00	2.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00
"FBtr0082119"	139.00	122.00	140.00	234.00	214.00	206.00	242.00	208.00	212.00	199.00	173.00	157.00	109.00	128.00	188.00
"FBtr0301093"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302382"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083194"	260.02	179.83	0.00	0.00	0.00	67.29	0.00	0.32	1.71	0.40	27.55	0.00	0.18	0.00	0.00
"FBtr0083195"	0.00	125.08	0.81	263.62	428.01	71.15	484.20	514.64	482.98	556.20	269.71	257.50	664.17	372.65	1283.75
"FBtr0083196"	228.98	360.10	521.19	428.38	424.99	472.57	806.80	731.04	759.30	358.40	416.74	474.50	1097.64	1214.35	2163.25
"FBtr0085484"	321.42	780.72	1097.78	374.23	466.44	411.00	107.77	55.00	103.00	272.00	246.00	356.00	345.99	456.00	988.00
"FBtr0346613"	121.58	101.28	9.22	92.77	224.56	0.00	32.23	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
"FBtr0080844"	12.29	25.19	20.12	0.00	84.42	30.17	4.10	0.00	97.33	111.51	3.59	30.29	45.44	47.12	25.13
"FBtr0080845"	7578.70	9190.34	9488.53	11493.28	12748.92	11509.75	11751.04	10130.35	11094.23	8184.40	7507.81	8818.95	8598.41	6255.72	13630.97
"FBtr0080846"	276.13	313.99	320.82	457.97	445.42	391.42	82.80	65.24	46.13	351.84	277.90	380.25	358.60	343.86	591.36
"FBtr0080847"	146.88	233.30	233.22	199.09	237.12	148.47	222.46	219.82	255.68	190.89	103.21	150.73	222.64	138.40	314.76
"FBtr0337081"	0.00	46.18	35.31	6.66	11.12	11.19	67.60	66.59	22.63	11.36	41.49	22.78	22.90	23.90	71.77
"FBtr0081412"	145.43	50.18	252.69	154.77	292.60	163.80	183.05	130.45	251.10	179.46	128.03	218.19	83.58	51.41	102.49
"FBtr0081413"	3408.37	4658.92	4626.47	4959.82	5374.39	4763.87	3829.69	3100.44	3709.30	3470.37	3549.82	4039.76	4019.66	3486.44	5086.38
"FBtr0335152"	38.20	51.89	32.83	61.41	33.01	13.33	12.26	13.11	19.61	6.17	20.15	34.06	12.76	26.15	47.14
"FBtr0088001"	13761.40	18489.18	16378.34	19973.62	21304.19	17203.15	21936.42	20741.11	20917.82	14976.25	13494.88	14477.05	12425.68	10460.09	20948.94
"FBtr0088002"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1569.78
"FBtr0304963"	14.42	23.56	23.38	11.68	29.45	5.88	56.64	43.16	35.78	8.93	3.12	9.02	11.83	17.92	22.83
"FBtr0304964"	1269.44	1691.88	1405.14	1579.48	1800.89	1447.94	2029.86	2034.71	1918.97	1254.97	1170.15	1135.11	1243.97	893.07	2071.85
"FBtr0345018"	43.00	120.83	48.52	120.31	89.38	186.08	0.00	131.87	36.25	40.75	87.57	219.06	28.97	56.11	0.00
"FBtr0077511"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077512"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077513"	317.13	497.79	531.44	222.18	364.64	153.85	90.76	53.52	98.86	262.42	197.81	290.08	336.43	412.77	665.23
"FBtr0290077"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0290078"	3.84	11.20	7.51	8.05	3.67	3.91	0.00	3.48	3.14	7.07	6.80	7.43	7.15	14.38	18.54
"FBtr0290079"	97.04	47.01	3.05	42.76	36.69	66.24	8.24	0.00	0.00	60.51	53.38	66.49	39.43	97.85	55.23
"FBtr0290080"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0290081"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0290082"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074727"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074728"	899.00	1080.00	1140.00	1245.00	1417.00	1159.00	529.00	426.00	453.00	939.00	946.00	1066.00	980.00	951.00	1321.00
"FBtr0331158"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073558"	1624.86	2271.57	1597.81	1670.77	1780.16	1514.17	669.44	843.92	716.65	1581.55	1202.98	1472.04	1272.77	1509.47	2433.18
"FBtr0073560"	1126.86	1368.41	811.43	1465.67	1389.89	1155.97	0.00	0.00	0.00	1126.86	791.10	1168.09	982.74	1291.68	1325.71
"FBtr0073561"	1025.50	901.25	774.95	1522.23	1638.64	1411.75	11.67	31.00	16.52	978.64	859.20	837.47	1249.42	1834.62	1476.37
"FBtr0073562"	4.60	6.72	0.00	11.14	3.04	18.83	6.12	8.02	4.68	0.00	6.66	2.65	3.17	11.72	9.63
"FBtr0100540"	172.91	274.05	202.58	268.48	251.07	239.40	15.68	10.34	11.07	173.53	159.59	291.62	137.57	238.31	303.21
"FBtr0299569"	143.09	198.62	118.37	311.21	227.27	333.85	7.58	0.00	17.91	195.30	152.91	258.58	187.76	241.62	286.74
"FBtr0307896"	0.00	7.55	15.50	8.13	4.79	0.00	179.20	0.00	68.78	0.00	0.00	0.00	0.00	18.98	0.00
"FBtr0308084"	3.20	15.83	12.87	3.33	6.58	10.08	15.26	4.33	0.00	3.40	3.49	0.00	6.59	6.56	9.20
"FBtr0308085"	88.99	67.99	58.52	109.04	130.58	117.94	5.46	8.24	7.81	101.72	52.47	77.55	81.97	97.05	110.96
"FBtr0333204"	0.00	0.00	297.97	0.00	0.00	0.00	252.60	134.15	208.58	0.00	10.59	0.00	0.00	0.00	0.00
"FBtr0075058"	874.00	1013.00	1099.00	1552.00	1767.00	1557.00	1728.00	1422.00	1586.00	1057.00	1024.00	1216.00	1256.00	864.00	1816.00
"FBtr0079851"	1770.61	2802.70	3044.72	2315.42	2882.91	2127.57	3733.80	2760.80	3343.38	1575.79	1390.00	1710.02	1707.42	1735.00	3967.28
"FBtr0079852"	8.39	0.00	16.04	8.30	7.92	0.00	16.59	0.00	32.90	7.98	0.00	0.00	7.88	0.00	33.20
"FBtr0335495"	0.00	180.30	42.24	56.28	37.17	63.43	175.61	51.20	120.72	32.23	0.00	19.98	18.70	0.00	39.52
"FBtr0085727"	18.00	20.00	11.00	23.00	29.00	17.20	43.06	31.14	40.00	20.96	39.00	36.00	15.00	17.00	23.30
"FBtr0335454"	0.00	0.00	0.00	0.00	0.00	5.80	3.94	7.86	0.00	16.04	0.00	0.00	0.00	0.00	4.70
"FBtr0085612"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085614"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085640"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085616"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085613"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089614"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083126"	5025.22	8625.16	8967.90	4961.62	6277.92	4645.01	12074.89	8345.65	10543.30	4633.59	3613.72	4429.09	3953.69	3372.52	10327.68
"FBtr0083127"	276.78	486.84	725.10	352.38	388.08	239.99	692.11	761.35	505.70	297.41	237.28	128.91	440.31	308.48	893.32
"FBtr0089647"	158.32	191.32	169.65	91.60	146.75	101.64	4.05	5.31	0.00	150.24	89.44	110.64	158.37	158.65	184.40
"FBtr0089648"	111.70	327.99	305.80	140.89	147.26	126.91	8.23	0.00	14.70	54.86	103.96	102.97	20.88	312.98	297.01
"FBtr0089649"	16.30	33.91	47.61	23.50	17.45	7.21	0.00	0.00	0.00	0.00	7.55	28.38	27.43	7.43	27.85
"FBtr0304887"	122.36	217.46	260.29	242.52	236.79	180.61	8.66	3.38	5.27	96.65	149.62	173.37	173.97	172.29	378.35
"FBtr0336835"	0.00	0.00	0.00	23.89	0.00	0.00	0.00	0.00	4.03	0.00	0.00	0.00	27.98	0.00	0.00
"FBtr0472669"	158.32	191.32	169.65	91.60	146.75	101.64	4.05	5.31	0.00	150.24	89.44	110.64	158.37	158.65	184.40
"FBtr0080235"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080236"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0307093"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBtr0087526"	188.34	725.02	835.64	880.73	816.77	636.51	761.02	523.23	737.28	500.46	316.01	340.22	120.44	154.09	1131.40
"FBtr0087527"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087528"	540.35	166.63	174.62	455.79	649.65	518.57	45.03	116.94	73.44	242.14	366.84	411.13	500.31	400.95	175.31
"FBtr0087529"	0.00	36.25	0.00	54.51	66.62	0.00	28.84	41.46	67.25	91.88	0.00	101.29	124.51	105.71	94.14
"FBtr0112795"	397.01	387.53	428.25	444.43	614.14	404.28	340.71	238.57	400.85	433.23	274.16	419.58	435.69	366.29	514.90
"FBtr0290034"	260.97	426.81	423.62	507.27	583.67	520.36	237.37	202.77	262.06	443.51	235.59	329.49	193.05	335.98	444.29
"FBtr0290035"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339960"	263.69	389.58	271.67	507.99	638.06	462.61	331.78	176.66	280.37	411.14	246.93	325.06	253.14	246.19	510.20
"FBtr0339961"	240.94	335.91	355.05	297.78	455.86	376.51	304.92	269.18	269.85	236.11	250.45	200.59	260.11	211.30	367.30
"FBtr0339962"	1009.31	1541.63	1682.86	1588.12	1947.40	1499.20	1237.95	805.47	1049.53	827.86	951.20	1063.27	1090.22	768.60	1716.14
"FBtr0346946"	857.40	1331.64	1312.28	886.38	993.82	787.97	1060.39	824.72	927.37	638.66	665.83	898.37	935.53	843.88	1860.31
"FBtr0079001"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079002"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
"FBtr0079003"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089367"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089368"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080838"	0.00	40.99	22.60	8.01	0.00	14.96	35.43	0.00	23.52	7.51	6.73	0.00	0.00	0.00	10.12
"FBtr0080839"	1811.25	3696.28	3928.72	1395.58	2215.59	1001.89	4085.65	2761.48	4005.84	1149.56	666.98	1172.13	1183.23	1693.22	4468.38
"FBtr0321313"	445.11	1124.05	1107.03	385.58	462.84	417.96	2075.34	1412.96	1501.30	362.78	396.42	185.49	416.07	353.33	1420.50
"FBtr0079233"	8589.24	10194.67	8369.72	12652.12	13723.75	11744.00	10335.46	11896.69	10514.42	10816.02	10184.51	10300.72	10130.15	9446.76	11520.23
"FBtr0079234"	0.00	7.05	4.62	18.59	0.00	5.64	0.00	4.54	11.27	7.21	17.69	9.19	8.00	6.43	4.60
"FBtr0079235"	810.70	953.90	817.27	1301.02	1332.79	1205.82	887.69	1132.43	1009.57	914.35	882.23	962.56	989.12	866.44	1476.44
"FBtr0079236"	296.18	332.75	338.36	347.85	431.30	293.56	387.99	440.24	379.66	388.76	315.43	286.40	292.91	304.86	385.45
"FBtr0309212"	338.62	390.76	323.45	802.41	802.11	702.83	485.65	496.86	460.31	395.67	379.52	386.68	355.95	392.01	461.95
"FBtr0309213"	7.26	6.87	6.59	46.02	27.05	10.15	13.20	3.24	12.77	0.00	9.62	9.45	14.87	18.51	17.33
"FBtr0070064"	0.00	0.00	342.95	134.02	173.40	3.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	902.91
"FBtr0070065"	3386.00	3737.00	3323.05	4175.98	4752.60	4412.33	5094.00	4760.00	4560.00	4177.00	3640.00	3848.00	3488.00	2334.00	4168.09
"FBtr0080723"	1165.64	1887.01	1514.66	497.91	715.12	583.84	2160.30	1409.12	1631.15	685.89	679.19	823.49	551.07	293.36	1334.92
"FBtr0080724"	0.00	459.84	1073.35	622.47	794.40	405.95	1301.35	498.90	1198.18	226.09	0.14	0.12	332.53	474.56	1162.75
"FBtr0343686"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343687"	187.36	500.15	546.99	244.62	291.48	217.21	445.35	507.98	534.67	118.02	66.66	188.39	94.40	230.09	432.32
"FBtr0079095"	3284.12	3253.23	2557.27	3183.59	3348.87	3004.62	2992.08	3886.23	3313.47	4004.39	4345.02	4316.09	4152.68	3821.47	4081.88
"FBtr0329967"	0.00	12.83	4.29	12.16	3.90	11.98	11.67	7.58	14.99	3.88	11.49	8.08	26.87	0.00	0.00
"FBtr0329968"	8.88	22.94	4.44	4.25	16.23	33.41	12.25	20.19	15.54	28.73	20.49	12.83	24.45	12.53	30.12
"FBtr0074179"	2049.41	3666.22	3721.82	2923.20	4269.54	3282.60	5086.91	3401.54	4401.27	1166.58	1677.91	2085.58	1818.51	1747.44	5408.09
"FBtr0074180"	72.08	133.22	64.84	67.01	33.57	105.44	99.39	34.30	71.43	0.00	317.98	36.29	36.51	0.00	74.99
"FBtr0074181"	260.71	509.78	367.25	306.28	377.83	334.63	756.78	437.20	729.11	143.04	200.56	278.56	308.47	156.34	498.54
"FBtr0074182"	54.17	119.39	157.38	60.84	77.69	78.53	255.16	141.65	163.85	14.79	29.28	49.20	33.14	16.07	138.27
"FBtr0112797"	0.00	141.64	26.57	28.03	56.18	83.65	84.69	28.34	87.31	0.00	0.00	31.17	30.48	30.58	61.78
"FBtr0112798"	668.49	756.20	824.55	1069.58	807.27	555.09	1215.21	933.90	1439.57	1105.22	317.87	907.64	581.42	655.94	1018.79
"FBtr0339445"	48.14	99.54	198.60	281.07	176.93	60.05	387.86	214.08	191.47	76.36	90.39	16.56	113.46	49.64	215.54
"FBtr0079334"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079335"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0306113"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071687"	673.00	828.00	873.00	994.00	1088.00	907.00	1154.00	1034.00	1098.00	874.00	867.00	959.00	799.00	640.00	1121.00
"FBtr0071033"	1122.00	1214.22	1175.23	1846.00	1846.45	1718.23	1715.73	1739.48	1600.75	1311.62	1427.01	1518.84	1277.57	1126.19	1532.27
"FBtr0332315"	0.00	23.78	14.77	0.00	15.55	16.77	16.27	19.52	44.25	18.38	8.99	9.16	9.43	39.81	15.73
"FBtr0344723"	3.00	1.00	1.00	3.00	2.00	1.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	1.00	0.00
"FBtr0080848"	575.80	666.38	514.61	794.25	816.82	558.00	785.42	1019.18	533.52	766.64	745.07	951.70	827.18	772.73	643.13
"FBtr0080849"	1311.25	1258.60	994.17	1468.24	1612.67	1546.13	1170.57	1431.55	1533.08	1725.79	1578.60	1475.83	1586.76	1315.55	1760.40
"FBtr0337082"	79.95	87.03	79.22	64.51	90.51	73.87	80.01	104.27	43.40	68.57	96.33	72.47	76.06	68.72	62.48
"FBtr0073754"	121.00	94.73	117.88	242.00	182.55	189.08	289.65	208.28	232.76	116.56	183.00	167.80	229.82	211.20	441.42
"FBtr0333329"	0.00	53.27	57.12	0.00	58.45	28.92	13.35	20.72	17.24	17.44	0.00	14.20	32.18	25.80	47.58
"FBtr0079320"	41.09	79.41	23.94	102.17	92.71	90.66	11.51	10.80	7.49	104.15	56.36	84.63	119.21	115.28	160.31
"FBtr0333350"	338.91	375.59	309.06	482.83	437.29	452.34	8.49	7.20	5.51	276.85	290.64	311.37	372.79	522.72	467.69
"FBtr0089015"	1609.00	2440.00	2875.00	1859.00	2271.00	1602.00	3410.00	2565.00	3204.00	1469.00	1239.00	1395.00	1442.00	1245.00	3259.00
"FBtr0336916"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076572"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076574"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076571"	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076573"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071203"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071204"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300448"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081512"	5313.33	6296.73	6008.09	5266.57	5901.57	4866.93	8439.38	8762.75	7842.05	8337.56	5646.77	6228.79	6070.90	5186.86	8791.07
"FBtr0081513"	0.81	0.82	0.00	2.40	4.72	2.36	0.81	0.00	0.00	3.96	2.34	1.59	1.63	2.45	2.48
"FBtr0332001"	211.57	260.94	190.44	231.78	195.46	203.21	186.95	222.68	182.85	269.14	268.22	250.97	207.91	204.44	256.47
"FBtr0332002"	63.48	138.69	112.46	111.85	75.54	59.13	86.06	160.57	114.10	83.38	103.33	176.06	122.93	85.80	159.50
"FBtr0070495"	1759.45	2810.16	3423.00	2263.00	2495.53	1704.01	2495.16	2190.41	2714.85	1700.00	1720.00	1993.00	1954.48	1673.60	3918.61
"FBtr0070496"	174.55	131.84	0.00	0.00	272.47	214.99	382.84	10.59	226.15	0.00	0.00	0.00	158.52	348.40	219.39
"FBtr0070418"	951.00	1211.00	1267.00	1563.00	1625.00	1589.00	1803.00	1557.00	1711.00	920.00	1064.00	1092.00	1026.00	809.00	1680.00
"FBtr0070378"	927.07	1569.89	2078.75	776.08	1072.45	487.60	1584.36	854.34	1605.72	644.27	389.61	605.72	677.32	902.32	1916.35
