	"X8294_w_01.isoforms.results"	"X8295_w_01.isoforms.results"	"X8296_w_01.isoforms.results"	"X8297_nos_01.isoforms.results"	"X8298_nos_01.isoforms.results"	"X8299_nos_01.isoforms.results"	"X8300_w_23.isoforms.results"	"X8301_w_23.isoforms.results"	"X8302_w_23.isoforms.results"	"X8303_nos_23.isoforms.results"	"X8304_nos_23.isoforms.results"	"X8305_nos_23.isoforms.results"
"FBtr0071379"	0.65	1.16	0.81	0.74	2.19	2.61	10.46	9.96	10.73	9.26	9.09	10.18
"FBtr0301342"	91.56	43.77	35.74	70.80	72.85	99.05	24.45	22.90	0.17	75.46	38.30	73.57
"FBtr0343875"	97.06	128.59	138.34	87.04	71.74	55.08	170.36	137.43	129.52	84.19	93.50	91.14
"FBtr0072117"	0.05	0.24	0.03	0.10	0.00	0.49	0.00	0.00	0.00	0.76	0.65	0.20
"FBtr0346612"	0.00	0.00	0.00	0.00	0.06	0.00	0.09	0.14	0.15	0.00	0.00	0.44
"FBtr0082119"	4.72	3.54	5.19	1.26	1.22	1.76	3.86	3.18	2.79	1.04	0.78	1.50
"FBtr0301093"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302382"	0.04	0.00	0.04	0.05	0.00	0.07	0.00	0.07	0.03	0.00	0.03	0.07
"FBtr0083194"	10.84	0.27	0.00	0.00	7.05	5.22	0.35	0.03	9.11	0.00	3.51	5.19
"FBtr0083195"	5.51	12.44	27.59	0.00	0.00	0.00	15.56	5.12	1.93	0.88	0.00	0.01
"FBtr0083196"	18.26	23.97	14.55	15.79	8.40	10.80	18.34	23.80	12.63	15.74	12.83	12.63
"FBtr0085484"	19.63	13.17	14.76	15.72	13.94	12.69	0.95	1.26	1.69	4.64	3.84	3.07
"FBtr0346613"	7.21	7.53	4.13	7.00	1.95	9.97	1.03	0.51	0.00	0.00	0.23	0.00
"FBtr0080844"	0.27	2.77	1.13	0.78	0.00	2.69	2.65	9.13	7.63	7.46	3.29	7.31
"FBtr0080845"	447.67	380.99	391.57	393.97	374.21	376.93	509.44	463.28	422.83	411.00	359.83	425.42
"FBtr0080846"	17.80	21.68	18.39	8.61	9.51	11.93	25.78	30.80	36.06	27.08	31.46	31.33
"FBtr0080847"	4.38	9.60	10.56	5.11	6.06	5.77	12.45	11.59	9.85	6.94	9.64	6.31
"FBtr0337081"	4.59	4.12	2.89	5.06	5.07	4.74	7.39	4.49	7.85	4.41	10.18	5.96
"FBtr0081412"	3.62	2.50	5.01	3.47	8.15	4.41	13.32	13.05	10.40	8.36	7.86	14.39
"FBtr0081413"	227.25	191.30	182.19	195.63	169.60	181.70	80.40	55.01	41.70	93.34	63.97	58.80
"FBtr0335152"	1.06	1.38	0.23	0.72	1.07	1.37	0.00	0.19	0.00	0.71	0.44	0.88
"FBtr0088001"	821.93	832.26	860.80	861.14	954.93	944.44	1150.43	1186.27	1171.35	1186.49	1218.42	1215.86
"FBtr0088002"	53.92	0.00	86.07	132.35	141.58	43.31	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0304963"	0.89	0.76	1.97	1.50	2.63	2.54	1.53	1.11	1.09	2.67	2.98	2.91
"FBtr0304964"	22.75	27.58	35.70	21.91	34.77	29.57	42.10	47.86	37.13	44.09	52.55	47.31
"FBtr0345018"	1.01	0.00	0.00	1.25	4.34	0.86	1.77	3.13	2.08	2.79	1.30	0.63
"FBtr0077511"	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15
"FBtr0077512"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077513"	25.28	21.14	20.33	19.32	14.73	16.40	1.84	1.23	0.42	5.90	3.66	4.19
"FBtr0290077"	0.00	0.07	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.19	0.13	0.00
"FBtr0290078"	0.24	0.36	0.33	0.00	0.13	0.20	0.00	0.00	0.00	0.00	0.08	0.11
"FBtr0290079"	2.57	1.24	1.99	1.46	3.48	4.25	0.79	0.22	0.62	1.27	1.06	0.67
"FBtr0290080"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0290081"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08
"FBtr0290082"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074727"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074728"	36.14	29.82	26.56	38.12	31.52	32.57	16.87	13.45	12.80	20.74	18.08	16.81
"FBtr0331158"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073558"	37.92	41.55	44.64	33.41	34.79	37.46	17.62	21.41	18.33	22.73	23.94	21.39
"FBtr0073560"	41.93	55.69	40.17	32.90	49.13	46.13	0.00	0.00	0.00	0.00	1.35	0.00
"FBtr0073561"	102.07	99.48	109.07	114.15	59.86	94.11	8.95	3.82	7.95	14.95	12.48	2.89
"FBtr0073562"	0.64	0.48	0.96	1.02	0.79	0.82	0.78	0.90	0.74	1.00	1.50	1.17
"FBtr0100540"	7.62	11.02	8.95	6.24	15.42	8.47	0.64	1.49	0.00	2.17	0.47	1.10
"FBtr0299569"	13.88	14.41	3.87	2.08	10.08	3.60	0.00	0.17	0.00	0.00	1.84	2.41
"FBtr0307896"	0.86	0.00	0.62	0.00	0.00	0.95	4.28	0.66	3.58	5.96	5.89	6.55
"FBtr0308084"	0.17	1.11	0.00	0.20	0.31	0.16	0.49	0.11	0.42	0.42	1.13	0.13
"FBtr0308085"	9.52	6.08	6.35	10.56	7.85	8.87	0.98	0.98	0.26	0.71	2.15	3.32
"FBtr0333204"	0.00	0.00	1.48	8.21	6.55	5.42	10.69	8.99	7.69	19.62	13.63	13.81
"FBtr0075058"	46.17	41.42	53.25	43.58	43.84	48.68	75.06	68.00	67.91	61.51	56.61	66.02
"FBtr0079851"	51.07	38.84	46.56	37.45	26.99	31.86	66.50	57.26	51.63	49.35	49.50	56.95
"FBtr0079852"	0.13	0.12	0.44	0.00	0.00	0.23	0.37	0.11	0.32	0.24	0.00	0.23
"FBtr0335495"	2.24	4.45	2.69	11.67	19.23	19.72	1.62	2.98	1.79	8.84	4.17	5.33
"FBtr0085727"	0.82	1.30	1.23	1.84	1.27	2.09	0.90	0.24	0.61	1.21	0.54	1.28
"FBtr0335454"	0.27	0.00	0.00	0.37	0.00	0.00	0.23	0.25	0.00	0.00	0.56	0.68
"FBtr0085612"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72	0.43
"FBtr0085614"	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.65	0.00
"FBtr0085640"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.45	0.00
"FBtr0085616"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.01	0.00
"FBtr0085613"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089614"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083126"	186.97	132.56	140.90	161.30	148.84	174.99	245.28	211.73	195.28	200.78	184.86	215.85
"FBtr0083127"	13.03	11.48	10.15	10.56	8.49	11.26	14.19	18.75	14.35	17.99	12.41	23.44
"FBtr0089647"	7.43	6.24	8.32	8.71	4.21	8.77	0.20	0.12	0.54	0.89	0.94	0.71
"FBtr0089648"	17.86	13.95	9.41	8.48	13.12	10.16	0.92	0.92	0.44	1.74	0.92	0.54
"FBtr0089649"	0.44	0.84	0.56	1.53	0.20	0.86	0.00	0.00	0.00	0.00	0.30	0.00
"FBtr0304887"	8.17	6.47	7.30	8.92	7.40	6.87	0.52	0.90	0.71	1.63	1.35	0.41
"FBtr0336835"	0.73	0.55	0.00	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.40	1.07
"FBtr0472669"	7.43	6.24	8.32	8.71	4.21	8.77	0.20	0.12	0.54	0.89	0.94	0.71
"FBtr0080235"	0.00	0.03	0.00	0.04	0.04	0.27	0.07	0.13	0.00	0.17	0.03	0.00
"FBtr0080236"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0307093"	0.11	0.00	0.25	0.00	0.00	0.10	0.17	0.12	0.15	0.38	0.27	0.36
"FBtr0087526"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087527"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087528"	23.94	18.81	19.87	33.57	26.92	24.63	14.34	11.80	8.14	18.54	16.28	15.27
"FBtr0087529"	3.45	3.54	3.01	0.00	4.10	2.97	1.46	2.64	0.86	0.00	1.78	1.68
"FBtr0112795"	18.39	18.91	20.10	14.19	13.82	14.02	17.06	10.84	12.99	11.58	7.15	10.47
"FBtr0290034"	16.17	9.52	10.63	11.03	9.90	12.48	6.95	0.85	0.00	0.00	0.00	0.00
"FBtr0290035"	0.00	0.00	0.00	1.56	0.00	3.19	0.00	4.18	3.65	10.83	6.89	5.84
"FBtr0339960"	6.64	7.35	7.38	19.71	12.77	13.05	2.61	2.11	2.38	14.17	4.11	7.80
"FBtr0339961"	11.45	7.99	6.74	16.45	13.34	15.68	12.90	10.67	8.77	13.06	11.38	12.62
"FBtr0339962"	53.91	38.62	42.81	42.84	34.63	46.00	34.80	30.17	23.22	34.64	23.04	28.72
"FBtr0346946"	31.12	27.15	23.80	20.28	20.76	23.95	28.10	27.37	24.25	24.52	26.00	23.94
"FBtr0079001"	0.00	0.00	0.20	0.00	0.00	0.16	0.00	0.00	0.96	0.16	0.00	0.74
"FBtr0079002"	3.14	1.22	6.43	0.33	0.07	7.40	12.39	8.49	10.43	7.42	1.98	11.71
"FBtr0079003"	0.00	0.09	0.48	0.00	0.00	0.00	0.47	0.30	0.00	0.45	0.00	0.47
"FBtr0089367"	0.06	0.09	0.58	0.00	0.00	0.04	0.41	0.57	0.44	0.06	0.04	0.07
"FBtr0089368"	0.17	0.00	0.00	0.02	0.00	0.15	0.00	0.00	0.00	0.00	0.01	0.06
"FBtr0080838"	0.68	0.20	0.14	0.64	0.26	0.27	0.93	0.84	0.67	0.42	0.38	0.26
"FBtr0080839"	58.84	46.38	56.80	40.82	35.01	42.01	46.83	41.14	29.45	39.33	30.23	43.59
"FBtr0321313"	17.21	11.69	10.42	22.42	16.78	24.09	27.15	16.47	16.71	26.42	22.58	22.88
"FBtr0079233"	563.03	604.40	628.59	613.52	662.20	646.39	838.61	855.02	875.90	839.82	808.10	856.68
"FBtr0079234"	0.37	0.39	0.47	0.00	0.42	0.53	0.28	0.71	0.34	0.80	0.95	0.63
"FBtr0079235"	42.80	51.56	56.38	52.79	58.19	61.23	86.14	87.71	84.65	97.68	105.51	115.41
"FBtr0079236"	8.39	11.39	13.49	13.41	13.34	18.81	35.57	42.72	49.89	33.44	42.46	35.94
"FBtr0309212"	22.00	17.48	21.99	45.42	53.95	44.41	37.29	36.30	34.14	49.47	64.47	61.23
"FBtr0309213"	0.48	0.27	0.35	0.97	0.57	2.34	0.85	0.99	2.04	1.11	3.21	2.57
"FBtr0070064"	0.00	0.72	0.00	2.90	0.00	8.66	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070065"	118.78	132.40	134.63	109.58	114.82	109.29	184.86	185.93	165.39	147.82	152.19	172.74
"FBtr0080723"	12.55	17.92	16.70	20.52	5.66	12.31	20.05	13.28	12.63	28.13	11.20	20.98
"FBtr0080724"	12.87	4.33	8.72	5.46	17.85	15.77	11.45	9.82	3.82	0.24	14.57	12.02
"FBtr0343686"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343687"	9.57	5.34	5.68	5.48	2.76	5.08	6.85	7.58	5.35	5.82	1.77	5.53
"FBtr0079095"	458.82	468.99	482.25	408.75	411.71	380.46	552.25	574.66	591.08	442.66	444.16	444.27
"FBtr0329967"	1.29	0.00	0.76	0.00	0.00	0.00	1.95	1.15	0.00	0.68	0.52	1.18
"FBtr0329968"	1.44	0.00	2.57	0.00	0.00	0.00	1.44	2.58	1.22	0.00	0.00	0.67
"FBtr0074179"	55.59	36.73	42.75	36.49	28.13	36.70	47.09	37.76	29.93	34.18	28.03	50.12
"FBtr0074180"	1.16	0.00	2.10	2.47	0.72	3.41	1.93	0.00	0.00	1.31	1.86	1.45
"FBtr0074181"	5.61	5.46	4.15	1.30	1.89	2.14	5.48	4.66	3.49	1.74	1.49	5.26
"FBtr0074182"	1.18	0.75	2.86	0.34	0.28	0.79	1.80	0.97	0.75	0.78	0.72	2.05
"FBtr0112797"	0.46	1.68	1.83	0.77	1.18	0.00	0.00	0.00	0.86	0.60	0.00	1.05
"FBtr0112798"	58.32	48.46	48.08	70.02	63.87	84.21	67.28	72.41	65.35	83.89	75.65	80.78
"FBtr0339445"	2.89	3.63	3.36	2.83	1.89	4.13	2.51	2.25	3.22	2.28	3.21	2.70
"FBtr0079334"	0.00	0.00	0.00	0.15	0.00	0.27	0.00	0.12	0.10	0.38	0.10	0.33
"FBtr0079335"	0.53	0.00	0.00	0.94	1.20	2.42	3.55	3.67	6.43	5.08	4.61	5.53
"FBtr0306113"	0.00	0.46	0.39	0.17	1.03	0.00	1.37	1.73	0.00	2.84	1.67	0.17
"FBtr0071687"	30.33	30.70	30.11	25.32	27.95	24.23	42.83	40.25	34.72	29.65	28.61	31.17
"FBtr0071033"	61.42	59.73	63.23	54.24	53.64	51.67	68.84	65.68	46.85	61.02	49.44	50.89
"FBtr0332315"	1.26	3.00	3.57	2.72	5.14	4.68	1.47	1.61	4.70	3.97	6.57	3.90
"FBtr0344723"	0.54	0.64	0.69	3.19	2.36	4.58	1.98	2.95	3.23	10.90	15.90	9.78
"FBtr0080848"	37.06	46.88	32.14	25.75	27.58	27.29	49.38	44.10	53.28	38.28	36.06	38.55
"FBtr0080849"	42.62	52.92	60.33	68.99	71.47	64.23	62.47	81.39	61.21	86.43	96.61	90.82
"FBtr0337082"	2.77	2.91	4.20	2.14	1.88	3.36	5.26	4.76	8.99	4.39	5.70	4.67
"FBtr0073754"	8.94	9.93	6.90	3.58	2.25	2.00	5.85	4.82	4.37	2.40	2.42	2.33
"FBtr0333329"	0.30	0.00	1.27	0.41	0.26	1.23	1.18	0.24	0.21	0.41	0.00	0.00
"FBtr0079320"	3.08	6.36	4.06	5.81	4.10	4.31	1.47	1.81	0.00	1.65	1.77	1.79
"FBtr0333350"	86.67	91.78	76.86	69.13	55.63	62.17	0.01	0.00	1.43	3.80	2.98	1.80
"FBtr0089015"	60.76	45.54	44.86	45.42	37.02	49.90	71.78	60.81	57.22	52.91	47.46	59.44
"FBtr0336916"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076572"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.19
"FBtr0076574"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076571"	0.00	0.15	0.17	0.00	0.15	0.15	0.96	1.69	1.05	0.89	0.11	0.68
"FBtr0076573"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071203"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071204"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00
"FBtr0300448"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081512"	175.88	189.73	200.03	136.24	128.63	152.13	267.99	275.47	266.21	179.20	176.96	191.97
"FBtr0081513"	0.13	0.22	0.15	0.17	0.14	0.53	0.47	0.51	0.70	0.69	0.86	0.83
"FBtr0332001"	4.75	3.46	6.64	2.93	5.19	4.88	4.16	6.18	4.80	4.35	5.48	5.06
"FBtr0332002"	3.88	1.53	3.24	1.26	1.43	3.99	4.82	6.31	4.74	3.19	1.82	1.73
"FBtr0070495"	113.62	84.84	87.04	87.67	72.13	86.47	60.13	46.96	38.32	64.46	43.47	55.24
"FBtr0070496"	4.19	9.56	4.72	5.96	2.67	0.00	9.55	0.00	0.00	0.00	4.95	0.00
"FBtr0070418"	66.86	52.37	51.20	61.05	59.78	64.56	100.32	92.77	95.95	85.62	85.62	87.75
"FBtr0070378"	56.63	36.94	42.12	33.96	27.04	33.23	25.75	14.42	12.71	18.77	16.25	21.33
"FBtr0070379"	0.75	0.54	0.71	0.67	0.46	0.80	0.54	0.36	0.32	0.47	0.67	0.72
"FBtr0070380"	12.23	14.86	16.80	17.46	20.84	23.95	18.68	13.64	7.42	19.02	16.16	14.82
"FBtr0333260"	0.00	0.10	0.29	0.09	0.00	0.24	0.05	0.24	0.19	0.09	0.08	0.24
"FBtr0111126"	106.09	115.88	127.51	94.70	97.06	96.21	118.01	100.59	74.74	94.64	81.27	86.12
"FBtr0334157"	7.19	10.04	9.34	8.06	14.40	9.70	9.83	11.57	10.59	13.32	13.45	14.38
"FBtr0290322"	166.23	131.84	129.49	144.70	109.95	142.02	37.71	26.19	19.28	69.09	49.80	55.39
"FBtr0346452"	1.78	1.36	2.23	1.60	1.00	1.55	0.26	0.30	0.37	0.54	0.49	0.54
"FBtr0070804"	0.51	1.11	1.83	1.86	2.57	2.32	2.33	2.41	3.11	2.24	3.47	1.96
"FBtr0340464"	9.31	7.93	5.74	16.96	11.78	15.68	3.39	4.14	6.37	10.65	10.05	9.56
"FBtr0340465"	1.94	2.77	1.93	6.05	5.63	5.94	4.11	3.48	3.86	7.26	5.54	6.93
"FBtr0071610"	1.28	0.82	0.55	1.00	1.18	2.21	10.22	10.66	13.72	4.87	5.70	6.45
"FBtr0076075"	1110.74	1052.37	1028.74	910.92	859.83	958.58	650.90	506.96	443.10	611.83	525.38	555.54
"FBtr0304650"	112.02	108.42	107.42	103.82	114.98	113.38	119.50	123.73	120.26	127.79	133.26	141.69
"FBtr0071911"	2134.04	1947.43	1963.35	1904.42	1674.93	1966.11	959.51	692.81	558.90	1178.83	977.57	1037.17
"FBtr0071913"	45.56	38.43	46.16	57.80	48.75	50.26	38.71	36.94	32.64	54.30	46.74	48.54
"FBtr0071914"	37.01	28.16	35.42	36.49	35.85	37.52	34.09	24.76	24.44	39.18	33.60	40.27
"FBtr0309858"	51.36	44.90	38.84	60.75	50.55	55.97	24.51	15.23	12.89	37.02	39.57	42.06
"FBtr0080932"	5.75	2.22	11.45	1.17	2.25	3.48	6.06	5.09	4.67	7.75	9.88	6.31
"FBtr0331931"	0.98	2.78	11.44	1.66	0.00	0.91	0.00	5.63	5.63	1.26	4.68	1.10
"FBtr0075746"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00
"FBtr0333034"	5.69	1.74	3.48	8.52	8.55	15.39	69.50	28.17	54.94	48.55	51.62	59.43
"FBtr0333035"	7.14	11.53	7.42	4.89	15.81	8.56	131.47	176.87	143.96	62.28	71.83	94.56
"FBtr0333036"	0.00	0.00	0.00	0.00	0.07	0.07	0.31	0.32	0.45	0.24	0.14	0.21
"FBtr0081987"	0.00	0.00	0.00	0.49	0.43	0.41	0.00	0.00	0.31	0.00	0.00	0.00
"FBtr0081988"	375.83	317.00	299.64	405.08	457.78	461.79	709.14	666.07	774.34	615.44	650.68	685.15
"FBtr0301524"	10.98	7.14	8.44	16.18	9.17	13.19	16.49	17.80	19.58	14.46	16.76	17.83
"FBtr0075318"	9.48	10.30	12.57	11.94	13.14	12.31	11.48	9.89	7.28	11.57	12.68	11.22
"FBtr0305084"	0.13	0.28	0.62	0.21	0.00	0.56	1.45	1.20	1.42	1.32	0.70	1.82
"FBtr0305085"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0305086"	26.27	13.99	13.76	14.93	7.88	14.72	15.00	9.86	10.91	10.51	6.75	11.60
"FBtr0330189"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330190"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333625"	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.36	0.20	0.15	0.00	0.14
"FBtr0333626"	0.29	0.16	0.14	0.00	0.18	0.15	0.40	0.23	0.13	0.00	0.21	0.13
"FBtr0085713"	374.03	309.11	327.00	324.94	303.69	358.19	404.68	381.85	352.83	382.43	361.41	419.90
"FBtr0085714"	7.13	1.78	3.00	2.16	4.07	3.04	6.92	3.48	3.12	5.36	4.90	3.38
"FBtr0081166"	0.13	0.12	0.46	0.05	0.00	1.03	0.79	0.66	0.37	0.42	0.15	1.69
"FBtr0081167"	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.15
"FBtr0290291"	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.28	0.00	0.00	0.10
"FBtr0088010"	342.10	406.13	388.29	390.61	423.94	384.92	463.65	474.27	501.53	483.24	536.41	488.64
"FBtr0071145"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071146"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071147"	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.09
"FBtr0309795"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
"FBtr0309796"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0310269"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081621"	0.39	0.35	0.34	0.67	1.20	1.95	3.77	4.33	5.64	4.61	5.77	5.45
"FBtr0078042"	0.08	0.06	0.26	0.04	0.00	0.29	0.24	0.34	0.44	0.14	0.21	0.43
"FBtr0081890"	97.82	88.74	83.64	102.54	97.50	101.78	106.68	94.14	89.69	108.88	112.16	112.39
"FBtr0300442"	2.26	1.32	0.50	1.87	1.62	1.48	0.93	0.40	1.51	0.00	0.71	1.90
"FBtr0088366"	0.03	0.00	0.00	0.00	0.00	0.02	0.08	0.00	0.00	0.00	0.00	0.00
"FBtr0088368"	0.15	0.13	0.14	0.23	0.12	0.30	0.07	0.02	0.00	0.30	0.15	0.36
"FBtr0112799"	0.06	0.00	0.00	0.15	0.01	0.66	0.00	0.00	0.02	0.82	0.70	0.16
"FBtr0306345"	0.05	0.05	0.20	0.07	0.00	0.57	0.09	0.05	0.09	0.43	0.39	0.03
"FBtr0330609"	0.15	0.13	0.14	0.23	0.12	0.30	0.07	0.02	0.00	0.30	0.15	0.36
"FBtr0452140"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.07
"FBtr0073205"	1.75	1.76	1.38	1.38	5.20	3.75	20.52	27.69	32.31	15.87	24.00	24.73
"FBtr0076305"	0.14	0.00	0.00	0.00	0.00	2.12	0.13	0.36	0.76	3.10	3.19	0.00
"FBtr0076307"	0.00	0.00	0.00	0.00	0.00	1.57	0.32	0.00	0.00	1.80	1.15	3.51
"FBtr0301385"	0.00	0.00	0.00	0.00	0.00	4.56	2.26	0.48	1.44	7.68	4.09	3.20
"FBtr0331551"	0.00	0.00	0.00	0.05	0.04	0.37	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339899"	0.00	0.00	0.04	0.00	0.00	0.25	0.22	0.00	0.00	0.00	0.00	0.00
"FBtr0082831"	58.27	49.88	47.82	65.39	45.01	58.44	3.12	4.72	3.97	8.51	8.38	5.22
"FBtr0082832"	7.70	5.09	2.49	5.12	2.40	4.70	1.15	0.00	0.55	0.41	1.43	0.00
"FBtr0082833"	22.79	16.97	16.82	28.27	31.43	35.07	0.00	0.00	0.00	5.90	2.56	2.23
"FBtr0345229"	167.11	183.69	138.77	158.86	141.50	155.41	9.02	6.38	3.82	26.31	22.80	17.53
"FBtr0082597"	41.78	39.00	33.60	46.47	45.75	46.24	46.57	39.40	36.86	46.88	46.33	45.87
"FBtr0344982"	1.62	1.93	1.20	0.36	0.64	0.62	2.22	2.77	1.35	2.73	2.36	3.72
"FBtr0074250"	0.19	0.67	0.75	0.65	1.44	2.19	1.97	6.53	5.59	7.90	8.09	8.32
"FBtr0100384"	0.42	0.00	0.00	0.49	0.00	0.62	5.93	1.45	5.20	0.00	0.00	0.51
"FBtr0083739"	10.76	13.80	12.71	8.53	19.38	18.68	67.77	79.42	84.50	47.56	69.43	60.02
"FBtr0083740"	29.06	6.88	2.63	25.49	14.29	17.34	19.20	21.06	16.59	19.84	12.01	20.91
"FBtr0304658"	40.84	35.99	39.66	32.02	27.16	36.06	22.55	0.00	1.31	21.00	4.46	14.99
"FBtr0081260"	11.92	6.23	5.58	4.30	3.92	2.41	9.57	4.85	5.27	2.22	0.10	4.15
"FBtr0112800"	2.94	4.43	5.28	5.04	4.70	7.59	5.15	6.50	3.21	7.07	6.72	5.91
"FBtr0305950"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331239"	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331240"	0.02	0.00	0.02	0.03	0.02	0.04	0.10	0.06	0.03	0.06	0.02	0.09
"FBtr0331241"	5.28	4.19	4.86	2.24	0.89	3.25	4.59	4.35	2.56	2.50	2.22	3.65
"FBtr0331242"	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.71	0.00	0.00	0.00
"FBtr0086133"	0.04	0.09	0.16	0.11	0.09	0.09	0.10	0.51	0.12	0.18	0.03	0.49
"FBtr0083538"	3.22	4.03	4.29	4.95	7.28	9.64	25.25	28.23	35.95	22.20	20.61	20.76
"FBtr0070509"	0.70	0.56	0.47	0.34	0.24	0.20	0.15	0.36	0.27	0.42	0.31	0.42
"FBtr0070511"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070512"	0.00	0.00	0.06	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070513"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070515"	0.40	0.46	0.38	0.58	0.43	0.70	0.18	0.22	0.30	0.39	0.32	0.45
"FBtr0070517"	11.09	8.13	5.38	7.80	6.76	7.84	6.42	2.85	2.85	4.68	3.01	4.69
"FBtr0070518"	4.69	7.30	4.22	3.82	7.09	2.85	1.71	0.82	2.87	4.30	2.61	0.69
"FBtr0070519"	0.81	0.78	0.92	1.15	0.98	1.40	0.56	0.47	0.20	0.67	0.50	0.73
"FBtr0070520"	23.70	17.71	19.19	26.83	22.65	28.13	15.06	10.77	6.93	20.89	14.52	17.92
"FBtr0070521"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070522"	0.00	0.00	0.00	5.51	3.56	4.72	0.00	1.98	0.00	1.16	2.35	0.00
"FBtr0333312"	0.00	0.00	0.03	0.02	0.01	0.01	0.02	0.00	0.00	0.01	0.00	0.00
